subject_index,subject_name,pc1,pc2,pc3
29,S_Balochi-1,-0.21856736102539934,0.342289633050316,-0.06748674125587492
30,S_Balochi-2,-0.1668212894568492,0.28712263755071854,-0.24047835099602635
31,S_BantuHerero-1,1.4043146794532173,0.05378179794482657,0.13038067857774607
32,S_BantuHerero-2,1.7113586226547297,-0.1302577547242131,0.14922159007123037
33,S_BantuKenya-1,1.212263510770499,0.06232247408505653,0.13252946807642974
34,S_BantuKenya-2,1.3626934599781837,0.030256332767001785,0.13061989547533065
35,S_BantuTswana-1,1.4928347746344064,0.07209086780186331,0.1582670978421354
36,S_BantuTswana-2,1.3813535898923384,-0.008365940213734982,0.16727908213630835
37,S_Basque-1,-0.4461371169707778,0.48500535510742754,-0.15982605672712422
38,S_Basque-2,-0.28504755678306204,0.5144576638586784,-0.13654724418678985
39,S_BedouinB-1,0.3633472109129003,0.3349456627407603,-0.1263862786749398
40,S_BedouinB-2,0.17056321707331806,0.4130518229231628,-0.015491579118395028
41,S_Bengali-1,-0.3256451398776598,-0.03582210528116779,-0.05938974092772879
42,S_Bengali-2,-0.3808167321535069,0.18204485666839182,-0.05272476275252039
43,S_Bergamo-1,-0.21108551534070372,0.41638142340296025,-0.13406291742966853
44,S_Bergamo-2,0.008558475296190275,0.4061290769493779,-0.13909875681955955
45,S_Biaka-1,1.458878628227574,-0.007977561921087601,0.13716163405045376
46,S_Biaka-2,1.6001561906208723,-0.08787439390555676,0.17645542096906078
47,S_Bougainville-1,0.1421357576052248,-0.7222469957123242,-0.6162134602432792
48,S_Bougainville-2,-0.2607676881110649,-0.5657804514038178,-0.45270830474671003
49,S_Brahmin-1,-0.19732327877809813,0.24877433855573694,-0.11610113695158061
50,S_Brahmin-2,-0.4162021985861828,0.22984286101145382,-0.0635076271364379
51,S_Brahui-1,-0.43601395613766497,0.23995241397159076,-0.16751776230770932
52,S_Brahui-2,-0.034479763990742256,0.40882036065330946,-0.1301463192359967
53,S_Bulgarian-1,-0.20599729674396336,0.47798486107783633,-0.1530604370358159
54,S_Bulgarian-2,-0.2276250040418603,0.4761670520236099,-0.06175011447786415
55,S_Burmese-1,-0.4847820607090806,-0.4671256751648037,0.15548737705192475
56,S_Burmese-2,-0.651882107857934,-0.2263401343259982,0.15497159113794162
57,S_Burusho-1,-0.37318318808635803,0.19918089083152518,-0.0017175674320070635
58,S_Burusho-2,-0.13333683578094474,0.27585363309860184,-0.08233296266878934
59,S_Cambodian-1,-0.4841557617497763,-0.3557992995261043,0.17744201733686546
60,S_Cambodian-2,-0.5976846123818981,-0.21660133893419795,0.19649754277840334
61,S_Chane-1,-0.29031260196134856,-0.17015462356550687,0.4290346607589612
62,S_Chechen-1,-0.26726683275218033,0.41274429441430965,-0.12823767014001602
63,S_Chukchi-1,-0.4985393656730066,0.17754542636940074,0.03994040885167901
64,S_Czech-2,-0.12416432364077391,0.463647126006766,-0.11897341380974719
65,S_Dai-1,-0.6550666289768241,-0.35512147507139724,0.17243722746366377
66,S_Dai-2,-0.6878700583350227,-0.3241057222255164,0.23279994126974646
67,S_Dai-3,-0.5602294565525082,-0.3834602076111145,0.12733485206144102
68,S_Daur-2,-0.34913269968517846,-0.3753551908101714,0.267971351386718
69,S_Dinka-1,1.4402624518556024,0.016203696463002185,0.16614581455734087
70,S_Dinka-2,1.3229225932826854,-0.0017371193604136255,0.13259249206128032
71,S_Druze-1,-0.2904325183297832,0.47215767887055676,-0.16428779453664902
72,S_Druze-2,-0.03143120440836654,0.5196959671644638,-0.1780952926829329
73,S_Dusun-1,-0.37858317024073945,-0.3587729787977168,0.11908116321922557
74,S_Dusun-2,-0.2275411884474297,-0.4301997989100217,0.14443402028448027
75,S_English-1,-0.14980129050379812,0.4798140609823968,-0.06371804884135134
76,S_English-2,-0.14544631170088962,0.48051602180117514,-0.11520661846804038
77,S_Esan-1,1.4008825473485262,0.040708501752217005,0.13182178317769916
78,S_Esan-2,1.3102331578182433,-0.0018223633100892984,0.09744892533253174
79,S_Eskimo_Chaplin-1,-0.42859728827997967,-0.23793212048008835,0.32577689757909956
80,S_Eskimo_Naukan-1,-0.3694064300023973,-0.317880889403586,0.29976437980511306
81,S_Eskimo_Naukan-2,-0.2767574417764432,-0.3534790364113925,0.2987750238393679
82,S_Eskimo_Sireniki-1,-0.5968665863989726,-0.11203023773443044,0.2707013946232483
83,S_Eskimo_Sireniki-2,-0.5135507246098954,-0.1694977180428847,0.2520594582064422
84,S_Estonian-1,-0.3011068134191433,0.4183447224847751,-0.07819641671986127
85,S_Estonian-2,-0.48464577078139953,0.4334863197297794,-0.10266120199067044
86,S_Even-1,-0.44338446157413786,-0.2296997633226143,0.20330685052743958
87,S_Even-2,-0.49759389445921043,-0.21536971338646085,0.2595542339951283
88,S_Even-3,-0.5356573614843483,-0.19012849380944175,0.16179812115302328
89,S_Finnish-1,-0.08274083587652777,0.4092497562329782,-0.13062040242903988
90,S_Finnish-2,-0.1494638544125168,0.46322685372423816,-0.06104966367723406
91,S_Finnish-3,-0.23112169988499662,0.3706584256454177,0.01914494710790094
92,S_French-1,-0.11681999136381907,0.41499485235576133,-0.20479827681448023
93,S_French-2,-0.03663712378626167,0.4805986605591762,-0.17067089619700682
94,S_Gambian-1,1.2207805078835907,0.0932771776877269,0.07563207151872262
95,S_Gambian-2,1.4279002991415617,0.02005959112227002,0.14438069317959237
96,S_Georgian-1,-0.28001586750945445,0.46494848093299845,-0.08877255952332871
97,S_Georgian-2,-0.29942648354870066,0.4491756590254246,-0.10877009599742374
98,S_Greek-1,-0.2147236225887603,0.5216164768676893,-0.13713486058538682
99,S_Greek-2,0.018827605691418867,0.46501706698152717,-0.15603172571536258
100,S_Han-1,-0.5419333763631325,-0.39501464496033567,0.26539006324736253
101,S_Han-2,-0.7219743923990262,-0.3842121420284055,0.19882787863993928
102,S_Hawaiian-1,-0.3961789124529635,-0.43766824553029293,0.15629125772085173
103,S_Hazara-1,-0.5329902940061206,0.264417493636498,0.010076645575858313
104,S_Hazara-2,0.21523520756319178,-0.25010733969206383,0.06414672370156306
105,S_Hezhen-1,-0.5864549967342336,-0.32253302944113604,0.17166499865644125
106,S_Hezhen-2,-0.13268185809840174,-0.5390599170523046,0.27854298494097646
107,S_Hungarian-1,-0.19930972324717958,0.5039538635640164,-0.1388507409492186
108,S_Hungarian-2,-0.11351352557070135,0.4605261739713633,-0.14983012770228618
109,S_Icelandic-1,-0.35298860897263606,0.5761887007004352,-0.11266668421758232
110,S_Icelandic-2,-0.34289991587603924,0.47703920645322084,-0.1464214006567594
111,S_Igorot-1,-0.3649630656598359,-0.4582054297192115,0.2593533775325663
112,S_Igorot-2,-0.2805564667954941,-0.4556779339594994,0.24580487330198503
113,S_Iranian-1,0.0636785070105206,0.3603441193883242,-0.1453460770836401
114,S_Iranian-2,-0.08518995848161769,0.3871811468773412,-0.11299096982636787
115,S_Iraqi_Jew-1,-0.014398148368104794,0.48539827995353596,-0.14522953529033228
116,S_Iraqi_Jew-2,-0.06970212982765515,0.4061609341072335,-0.08660897343836771
117,S_Irula-1,-0.38087389579800635,0.2158674771492487,-0.13606011003941937
118,S_Irula-2,-0.26934942215929225,0.1751746086784336,-0.11428598416333322
119,S_Itelman-1,-0.11844985257682783,-0.2429461197045451,0.2587332738010522
120,S_Japanese-1,-0.6206156274194291,-0.3381383687915639,0.23920552989144245
121,S_Japanese-2,-0.5901071670937849,-0.33747501447006567,0.1816652531423789
122,S_Japanese-3,-0.4374158988305305,-0.37052514700202305,0.10497914688180848
123,S_Jordanian-1,-0.14877739197743672,0.5402042056291984,-0.12248551970326553
124,S_Jordanian-2,0.5040057013981212,0.011788626371651997,-0.21284630853007197
125,S_Jordanian-3,0.0649635160282804,0.39763620192801896,-0.11045995411905174
126,S_Ju_hoan_North-1,1.402134353654801,-0.024034251767236805,0.13980517604710835
127,S_Ju_hoan_North-2,1.640142528273025,-0.0723972070265973,0.15302752532540892
128,S_Ju_hoan_North-3,1.8212204735535071,-0.19035985615491774,0.1471256225067747
129,S_Kalash-1,-0.2246296458954389,0.3662487354661753,-0.09862183938203102
130,S_Kalash-2,-0.18587606571092613,0.31147717276453485,-0.185165928302198
131,S_Kapu-1,-0.3613820189015332,0.09711953267749822,-0.18059950412342057
132,S_Kapu-2,-0.4118499599820956,0.2030641586248285,-0.13837876915304945
133,S_Karitiana-1,0.71656596650722,-0.48895050651143773,0.405270253889734
134,S_Karitiana-2,0.06115013554747818,-0.3055718149357129,0.43757212124844347
135,S_Khomani_San-1,1.7055824766052283,-0.10076282680831158,0.16280019187295075
136,S_Khomani_San-2,1.8197613268406931,-0.14907701579417773,0.13349115640052608
137,S_Khonda_Dora-1,-0.3770789171763621,-0.11522943529136753,-0.05670794402866961
138,S_Kinh-1,-0.3573551980329794,-0.47319400616870905,0.27099728928621347
139,S_Kinh-2,-0.43995138960189495,-0.33561829360648554,0.1400555859528014
140,S_Korean-1,-0.5174051297679179,-0.3365894205537049,0.17468117781801826
141,S_Korean-2,-0.5069400972072926,-0.41183604305421423,0.11406688563222107
142,S_Kusunda-1,-0.536328041299694,0.01503088457488779,0.03067484132869103
143,S_Kusunda-2,0.3476011864319918,-0.3583881033269107,0.025484368309457484
144,S_Kyrgyz-1,-0.7830251861224304,-0.005533686721773171,0.08489529815523805
145,S_Kyrgyz-2,-0.4436264235518486,-0.14456664186146786,0.10937257745867267
146,S_Lahu-1,-0.531461326518712,-0.3361085073162674,0.14398278694041522
147,S_Lahu-2,-0.5560438772587954,-0.4061968691435824,0.1492722535432116
148,S_Lezgin-1,-0.2678658998787659,0.37049889250878126,-0.15263778504489187
149,S_Lezgin-2,-0.00216277641667389,0.4431591398166658,-0.10417360611328985
150,S_Luhya-1,1.436801169149876,-0.001295517256902416,0.12183189418125963
151,S_Luhya-2,1.396564708465174,0.028345922912709567,0.12577038255713827
152,S_Luo-1,1.155533565207481,0.12395564761695599,0.1520337763986664
153,S_Luo-2,1.352885649776036,0.045168296978436606,0.1285418006404151
154,S_Madiga-1,-0.17391396247824076,0.1225561849413799,-0.03093597786921543
155,S_Madiga-2,-0.26325835819267773,0.06023466236471068,-0.11534221061307004
156,S_Makrani-1,-0.20900368893404375,0.4082132869391992,-0.06999632597178115
157,S_Makrani-2,-0.17746739919625687,0.44679683041428747,-0.09365281605796734
158,S_Mala-2,-0.026646035860314856,0.058785778665810515,-0.08373139516467541
159,S_Mala-3,-0.33827709968030745,0.0661894238123809,-0.038444010756263386
160,S_Mandenka-1,1.1848084795691893,0.0790650491084388,0.09844961463157877
161,S_Mandenka-2,1.2888414777162787,0.04299258411035986,0.09695713764500972
162,S_Mansi-1,-0.34240608494266106,0.08541961143174959,-0.05006330638212389
163,S_Mansi-2,-0.47667186197447536,0.08983947094620862,0.044981920581312014
164,S_Maori-1,-0.6848365716776994,0.15993177906661454,-0.06165470396349203
165,S_Masai-1,0.9178341557018751,0.10104013033345813,0.10398727921886457
166,S_Masai-2,0.7844490784183124,0.16689710777340885,0.0861769254202111
167,S_Mayan-1,-0.07700380551057605,-0.3325013642271213,0.39369564288292846
168,S_Mayan-2,-0.44469228944796463,-0.14472721710307784,0.4146758122750788
169,S_Mbuti-1,1.7517860237933272,-0.09397798372254,0.12806496817304439
170,S_Mbuti-2,1.647642211119119,-0.05398476289499378,0.13889814302199455
171,S_Mbuti-3,1.7780693813505655,-0.11142122331840648,0.14397287021913488
172,S_Mende-1,1.4787726291190342,-0.0021700253306455213,0.11949879975573431
173,S_Mende-2,1.2858609189948618,0.06790092738923825,0.11548209729129183
174,S_Miao-1,-0.5348425330174641,-0.41599263823857113,0.25410258415403614
175,S_Miao-2,-0.39611344610139476,-0.4375774633687421,0.15620476983009884
176,S_Mixe-2,0.02552879598665185,-0.3591582926071648,0.4603679381895282
177,S_Mixe-3,-0.32594119292386725,-0.0869213700460005,0.32949299674169774
178,S_Mixtec-1,-0.11996565066585405,-0.0750617963959967,0.36487357618281807
179,S_Mixtec-2,-0.40046570443244983,0.132592242367173,0.15310967521644825
180,S_Mongola-1,-0.6372831128498823,-0.18347309064312597,0.18284502873690436
181,S_Mongola-2,-0.5907702711350663,-0.16574638369808573,0.16430381929900975
182,S_Mozabite-1,0.18790416145295874,0.3560082082126833,-0.09514266488721547
183,S_Mozabite-2,0.33455755443985125,0.40486952356447153,-0.10419140011188169
184,S_Naxi-1,-0.33720918972100794,-0.5027450313928049,0.19135732578611658
185,S_Naxi-3,-0.4962340484626559,-0.3771543462850341,0.18831044604731972
186,S_North_Ossetian-1,-0.359540903434446,0.4085481671012234,-0.1138828002238611
187,S_North_Ossetian-2,-0.16069170687213033,0.46985954438130734,-0.11010175151057694
188,S_Norwegian-1,-0.0999732739780241,0.4028581284219139,-0.058323571173648
189,S_Orcadian-1,-0.22466566906086388,0.4838700611604054,-0.08118539151658564
190,S_Orcadian-2,-0.34920984998176435,0.6162352085035252,-0.10330159944428104
191,S_Oroqen-1,-0.3669629136390104,-0.4230490759641593,0.17274528756137603
192,S_Oroqen-2,-0.536316063182816,-0.3620683033751231,0.18542759379579687
193,S_Palestinian-1,-0.16545266329399452,0.3356312384851527,-0.10620208415916078
194,S_Palestinian-2,-0.17173688179587193,0.5382017599720178,-0.10864344677324583
195,S_Palestinian-3,-0.04070961261127583,0.4489573030157872,-0.1269087466427218
196,S_Papuan-10,0.14398229709865834,-0.7871096952316771,-0.835365010872444
197,S_Papuan-11,0.1337349596620988,-0.7443131404463625,-0.7368374966381674
198,S_Papuan-12,0.1845393378656225,-0.7756968192591639,-0.8495714818018162
199,S_Papuan-13,0.05942922784323893,-0.7532366657669599,-0.761205657203819
200,S_Papuan-14,0.02176641852134697,-0.7212787003935182,-0.7689439178129965
201,S_Papuan-1,-0.0372685696330934,-0.7510519920099271,-0.8483179592414681
202,S_Papuan-2,0.31648924413190205,-0.883325548351595,-0.8854876192084826
203,S_Papuan-3,0.211793392293385,-0.84387645430537,-0.8011484876421833
204,S_Papuan-4,0.18733811086994742,-0.8399558533307552,-0.8034265748867371
205,S_Papuan-5,0.3728881420539986,-0.8549453625242713,-0.900007155879588
206,S_Papuan-6,0.15547380965060506,-0.8197582074883975,-0.8406729553534775
207,S_Papuan-7,0.11086164260202849,-0.823003455625734,-0.8214431243540918
208,S_Papuan-8,0.1585135460988574,-0.8185920483201935,-0.7953813586473728
209,S_Papuan-9,0.12478285767219599,-0.8868317447735373,-0.8538875408149628
210,S_Pathan-1,-0.25356804547528905,0.3237896007647275,-0.12953116027402004
211,S_Pathan-2,-0.2286107637414977,0.3380512385612112,-0.06727914813588452
212,S_Piapoco-1,0.02902223009987783,-0.27582841017327525,0.4287335935662207
213,S_Piapoco-2,-0.2049958545994363,-0.22963911928531575,0.46345128837191085
214,S_Pima-1,-0.4054277342690082,-0.21545818320633306,0.4323283256982229
215,S_Pima-2,0.18414654487145693,-0.3147474745620977,0.3894987320650274
216,S_Polish-1,-0.13910425711026786,0.3706084801082837,-0.11760122426952914
217,S_Punjabi-1,-0.2213910124067596,0.1429067300433064,-0.13646862567051596
218,S_Punjabi-2,-0.22748137324419232,0.20036466803890204,-0.1439853852060038
219,S_Punjabi-3,0.005191316258806158,0.11007850040461806,-0.12553629158524052
220,S_Punjabi-4,-0.21384841350172873,0.35760515118008973,-0.10873849739101316
221,S_Quechua-1,-0.40181167777180493,-0.19410376747241354,0.42758432606990826
222,S_Quechua-2,-0.44180652389480995,-0.25062950432764436,0.41387134927413405
223,S_Quechua-3,-0.43266285132011634,-0.1380597714445776,0.3314490380558649
224,S_Relli-1,-0.11990616033933157,0.058842556485836944,-0.10179027448806106
225,S_Relli-2,-0.07281110782235115,-0.008277990903476272,-0.15947275273324124
226,S_Russian-1,-0.33534393477606095,0.39420445705687857,-0.08336106202832003
227,S_Russian-2,-0.32049375617643416,0.31186683319570146,-0.08525457719281958
228,S_Saami-1,-0.1648385237744904,0.14031348251443085,-0.08840902678683572
229,S_Saami-2,-0.14320089374408895,0.2190630812995178,0.0333299960414209
230,S_Saharawi-1,0.03953154025485208,0.41003663121655065,-0.06017333035408564
231,S_Saharawi-2,-0.035809745833645545,0.39184938010604153,-0.09933423247657489
232,S_Samaritan-1,0.04091596840449946,0.33147549438120355,-0.15673831832815072
233,S_Sardinian-1,0.027901655879333798,0.4442973334531359,-0.16635445970233045
234,S_Sardinian-2,-0.15011167139722567,0.5155139680297706,-0.12366237883191399
235,S_She-1,-0.3944164642687386,-0.4018588714041489,0.19371376758414646
236,S_She-2,-0.6439565404585622,-0.31159030263444226,0.20951179829461683
237,S_Sindhi-1,-0.26437678137320647,0.2872735394732504,-0.05068584936751809
238,S_Sindhi-2,-0.23756188427356117,0.3256118445087503,-0.12780159217355047
239,S_Somali-1,0.613583030255742,0.22395328881455365,0.04942095389761527
240,S_Spanish-1,-0.03295712454383794,0.478305061214986,-0.14377259446667456
241,S_Spanish-2,-0.32719948332447596,0.48666719694906047,-0.177050954666888
242,S_Surui-1,0.22136370808863595,-0.3519012029358903,0.4619732285304297
243,S_Surui-2,0.19682847358577693,-0.33204206013687915,0.4260931236899858
244,S_Tajik-1,-0.1907962351742829,0.18240628808920945,-0.0717480153951662
245,S_Tajik-2,-0.06601936965630564,0.32934100593641047,-0.13137260429596231
246,S_Thai-1,-0.5854967866671604,-0.3694539729715211,0.24787224599355442
247,S_Thai-2,-0.3593351844573753,-0.4329239533986335,0.1464582951551678
248,S_Tlingit-1,-0.17660781531425634,0.17166215372247515,0.06127203907800056
249,S_Tlingit-2,-0.22508023190312937,0.31111784273388665,-0.05963701314821159
250,S_Tu-1,-0.6182714240779179,-0.35876253895897386,0.07097649571894434
251,S_Tu-2,-0.5286301587699662,-0.2579166861037973,0.19284785414572989
252,S_Tubalar-1,-0.40971607896144696,0.06167109823416953,0.1109928431339328
253,S_Tubalar-2,-0.6297567580225938,0.13071539890074751,0.10341252017320521
254,S_Tujia-1,-0.3522980771748994,-0.38938821018387554,0.17328275059290169
255,S_Tujia-2,-0.7161822565027938,-0.2766985244252128,0.18667720821236802
256,S_Turkish-1,-0.05929198848486863,0.45566292214366616,-0.13119190594637878
257,S_Turkish-2,-0.06798730626708155,0.43997410364637884,-0.1377955636209281
258,S_Tuscan-1,-0.017258372263818354,0.40827684207397824,-0.07900374007777713
259,S_Tuscan-2,-0.18274206921748382,0.5515098098157419,-0.1253643740154841
260,S_Ulchi-1,-0.18030912587840164,-0.5251807116834806,0.23645991685553672
261,S_Ulchi-2,-0.4749677170585149,-0.4171745548947412,0.2190849865530552
262,S_Uygur-1,-0.5776430034141943,0.1751437206759449,0.05751005453296215
263,S_Uygur-2,-0.44751879711009157,0.059827239873380816,0.016324744233602546
264,S_Xibo-1,-0.5689032732406616,-0.30966626155403265,0.16612342981044376
265,S_Xibo-2,-0.4253685903840383,-0.348400977841906,0.23416122068684292
266,S_Yadava-1,-0.3237996155211003,0.17334816869493228,-0.10393138678561326
267,S_Yadava-2,-0.39158666074957243,0.11961340544174448,-0.11070855446657742
268,S_Yakut-1,-0.3266303248089247,-0.2996291499148664,0.1457311170975189
269,S_Yakut-2,-0.6142969412028694,-0.24051095735140496,0.18615922319247408
270,S_Yemenite_Jew-1,-0.13714246244662784,0.5337620385622484,-0.1785191612126054
271,S_Yemenite_Jew-2,-0.04121863693376921,0.43281010632969236,-0.09459979963522137
272,S_Yi-1,-0.4991152712756762,-0.26638573802573545,0.2424007363071349
273,S_Yi-2,-0.5123226611416195,-0.3414597030440092,0.1193197870173356
274,S_Yoruba-1,1.3655685263337447,0.0333189568871815,0.12102441657897889
275,S_Yoruba-2,1.6365332904474048,-0.09177914735580302,0.11539474220597515
276,S_Zapotec-1,-0.15750901384956806,-0.24116235914640813,0.4549029598907276
277,S_Zapotec-2,-0.4084973311092948,-0.1834468701829467,0.34717485583346736
