subject_index,subject_name,cluster,distance_to_medoid
118,S_Irula-2,3,0.7462431314296372
119,S_Itelman-1,3,0.7422015228311948
120,S_Japanese-1,3,0.710316191659601
121,S_Japanese-2,3,0.6993889390392546
122,S_Japanese-3,3,0.7181818884683002
123,S_Jordanian-1,3,0.7410145524229828
124,S_Jordanian-2,2,0.9012151347971724
125,S_Jordanian-3,3,0.776644617400894
126,S_Ju_hoan_North-1,4,0.7509908872974939
127,S_Ju_hoan_North-2,4,0.7509772225916319
128,S_Ju_hoan_North-3,4,0.7655043335622698
129,S_Kalash-1,3,0.7516493261553563
130,S_Kalash-2,3,0.7464279198401318
131,S_Kapu-1,3,0.7323453854112864
132,S_Kapu-2,3,0.7442238176567394
133,S_Karitiana-1,1,0.4798340453041174
134,S_Karitiana-2,1,0.0
135,S_Khomani_San-1,4,0.7594102064879678
136,S_Khomani_San-2,4,0.746644994322939
137,S_Khonda_Dora-1,3,0.7276512070779554
138,S_Kinh-1,3,0.7233190133543216
139,S_Kinh-2,3,0.7154736006008228
140,S_Korean-1,3,0.7210473185555444
141,S_Korean-2,3,0.7159367655539606
142,S_Kusunda-1,3,0.7235163699765621
143,S_Kusunda-2,1,0.8960817787359558
144,S_Kyrgyz-1,3,0.0
145,S_Kyrgyz-2,3,0.7198606791359562
146,S_Lahu-1,3,0.7239630342522563
147,S_Lahu-2,3,0.7168223496586834
148,S_Lezgin-1,3,0.7422934534588095
149,S_Lezgin-2,3,0.7774461250560128
150,S_Luhya-1,4,0.7748503965586628
151,S_Luhya-2,4,0.7825301697714585
152,S_Luo-1,2,0.0
153,S_Luo-2,4,0.7775440700355115
154,S_Madiga-1,3,0.7506731095102636
155,S_Madiga-2,3,0.7398631905883448
156,S_Makrani-1,3,0.7504925460996225
157,S_Makrani-2,3,0.7541047847631155
158,S_Mala-2,3,0.7679257593096389
159,S_Mala-3,3,0.7388675047170169
160,S_Mandenka-1,2,0.7587558898322402
161,S_Mandenka-2,4,0.7867296340685601
162,S_Mansi-1,3,0.7365316786976396
163,S_Mansi-2,3,0.7257579645379987
164,S_Maori-1,3,0.6988071557556919
165,S_Masai-1,4,0.8047595988732722
166,S_Masai-2,4,0.7901740957931925
167,S_Mayan-1,3,0.7778467197683593
168,S_Mayan-2,3,0.7339114694037029
169,S_Mbuti-1,4,0.7670413532344064
170,S_Mbuti-2,4,0.7846775785383098
171,S_Mbuti-3,4,0.7685441569569734
172,S_Mende-1,4,0.7711885780080706
173,S_Mende-2,4,0.7706182902319616
174,S_Miao-1,3,0.7138433985410828
175,S_Miao-2,3,0.7321731790692116
176,S_Mixe-2,3,0.7825135754202847
177,S_Mixe-3,3,0.7379194058420478
178,S_Mixtec-1,3,0.7609767157280035
179,S_Mixtec-2,3,0.7253788688255572
180,S_Mongola-1,3,0.7021961996868008
181,S_Mongola-2,3,0.7081175231838576
182,S_Mozabite-1,3,0.7728260143300492
183,S_Mozabite-2,3,0.798511007528366
184,S_Naxi-1,3,0.7228861951070485
185,S_Naxi-3,3,0.7076760040235985
186,S_North_Ossetian-1,3,0.7536624784815407
187,S_North_Ossetian-2,3,0.7593607319185199
188,S_Norwegian-1,3,0.7666326864478991
189,S_Orcadian-1,3,0.7538737110892727
190,S_Orcadian-2,3,0.7402828947338813
191,S_Oroqen-1,3,0.7396404706612971
192,S_Oroqen-2,3,0.7012889750080246
193,S_Palestinian-1,3,0.7572395814505559
194,S_Palestinian-2,3,0.75291639523614
195,S_Palestinian-3,3,0.7612464021367216
196,S_Papuan-10,0,0.612070792767058
197,S_Papuan-11,0,0.635450910301872
198,S_Papuan-12,0,0.6113360448483011
199,S_Papuan-13,0,0.6134766904042476
200,S_Papuan-14,0,0.6356922950918695
201,S_Papuan-1,0,0.0
202,S_Papuan-2,0,0.6288925980152218
203,S_Papuan-3,0,0.6337949946714523
204,S_Papuan-4,0,0.6294318087267922
205,S_Papuan-5,0,0.6216285963238694
206,S_Papuan-6,0,0.5937847193159803
207,S_Papuan-7,0,0.6161189902285171
208,S_Papuan-8,0,0.6403305398974759
209,S_Papuan-9,0,0.5123069940596195
210,S_Pathan-1,3,0.7378938684899832
211,S_Pathan-2,3,0.7462245563851955
212,S_Piapoco-1,3,0.7831751906460512
213,S_Piapoco-2,3,0.7716992898880236
214,S_Pima-1,3,0.7335658568519617
215,S_Pima-2,1,0.7006641578421079
216,S_Polish-1,3,0.7581529724905668
217,S_Punjabi-1,3,0.7444573980099827
218,S_Punjabi-2,3,0.7503599078747546
219,S_Punjabi-3,3,0.7724194838444647
220,S_Punjabi-4,3,0.7581422763959743
221,S_Quechua-1,3,0.7430769342997628
222,S_Quechua-2,3,0.731230274276971
223,S_Quechua-3,3,0.7447228559473102
224,S_Relli-1,3,0.7705454010618228
225,S_Relli-2,3,0.7610127747408172
226,S_Russian-1,3,0.7462157590166338
227,S_Russian-2,3,0.7379477498420484
228,S_Saami-1,3,0.757414262998644
229,S_Saami-2,3,0.7571372697678139
230,S_Saharawi-1,3,0.7735180947825966
231,S_Saharawi-2,3,0.759196262986418
232,S_Samaritan-1,3,0.7675407727620116
233,S_Sardinian-1,3,0.7816856761008715
234,S_Sardinian-2,3,0.7616705720103508
235,S_She-1,3,0.733846528471512
236,S_She-2,3,0.7002043368388424
237,S_Sindhi-1,3,0.7479750645253131
238,S_Sindhi-2,3,0.7528212495103629
239,S_Somali-1,3,0.8019660723180277
240,S_Spanish-1,3,0.7765255419376157
241,S_Spanish-2,3,0.7525686992465578
242,S_Surui-1,3,0.8009988238827475
243,S_Surui-2,1,0.7463009696267979
244,S_Tajik-1,3,0.7422034559011469
245,S_Tajik-2,3,0.7538155472816709
246,S_Thai-1,3,0.706029773132637
247,S_Thai-2,3,0.7398166127474133
248,S_Tlingit-1,3,0.7642857476467291
249,S_Tlingit-2,3,0.770460369326374
250,S_Tu-1,3,0.7040842604812145
251,S_Tu-2,3,0.6969744885987614
252,S_Tubalar-1,3,0.7321569383964919
253,S_Tubalar-2,3,0.7023565595236422
254,S_Tujia-1,3,0.7166894342251439
255,S_Tujia-2,3,0.6933710195560088
256,S_Turkish-1,3,0.7553090031103626
257,S_Turkish-2,3,0.785002449345385
258,S_Tuscan-1,3,0.7664703052044523
259,S_Tuscan-2,3,0.7535240287728582
260,S_Ulchi-1,3,0.7283974020877957
261,S_Ulchi-2,3,0.7015441495137706
262,S_Uygur-1,3,0.7125872502722181
263,S_Uygur-2,3,0.7321468640367991
264,S_Xibo-1,3,0.6895451241313051
265,S_Xibo-2,3,0.7268849216766499
266,S_Yadava-1,3,0.7498855300826336
267,S_Yadava-2,3,0.7384179596966026
268,S_Yakut-1,3,0.7279079166655733
269,S_Yakut-2,3,0.6963211803925115
270,S_Yemenite_Jew-1,3,0.7629018756471089
271,S_Yemenite_Jew-2,3,0.7552612505303765
272,S_Yi-1,3,0.726654455930792
273,S_Yi-2,3,0.6860209627809984
274,S_Yoruba-1,4,0.7741556185047421
275,S_Yoruba-2,4,0.7888982818850443
276,S_Zapotec-1,3,0.7590225134451976
277,S_Zapotec-2,3,0.7337175458323473
